$Student

 CNT          'Country code 3-character'                                                                                                                                                                                  
 MISCED       'Mother’s level of education (ISCED)'                                                                                                                                                                       
 FISCED       'Father’s level of education (ISCED)'                                                                                                                                                                       
 HISCED       'Highest level of education of parents (ISCED)'                                                                                                                                                             
 PAREDINT     'Index highest parental education (international years of schooling scale)'                                                                                                                                 
 BMMJ1        'Mother’s occupational status (ISEI) based on 4-digit human coded ISCO'                                                                                                                                     
 BFMJ2        'Father’s occupational status (ISEI) based on 4-digit human coded ISCO'                                                                                                                                     
 HISEI        'Highest parental occupational status (ISEI) based on 4-digit human coded ISCO'                                                                                                                             
 ICTRES       'ICT Resources (WLE)'                                                                                                                                                                                       
 HOMEPOS      'Home possessions (WLE)'                                                                                                                                                                                    
 ESCS         'Index of economic, social and cultural status'                                                                                                                                                             
 FCFMLRTY     'Familiarity with concepts of finance'                                                                                                                                                                      
 FLSCHOOL     'Financial education in school lessons (WLE)'                                                                                                                                                               
 FLMULTSB     'Financial education in school lessons, multiple subjects (WLE)'                                                                                                                                            
 FLFAMILY     'Parental involvement in matters of FL (WLE)'                                                                                                                                                               
 ACCESSFP     'Access to money and financial products, sources of money (WLE)'                                                                                                                                            
 FLCONFIN     'Confidence about financial matters (WLE)'                                                                                                                                                                  
 FLCONICT     'Confidence about financial matters using digital devices (WLE)'                                                                                                                                            
 ACCESSFA     'Access to money and financial products, financial activities (WLE)'                                                                                                                                        
 ATTCONFM     'Attitudes towards and confidence about financial matters (WLE)'                                                                                                                                            
 FRINFLFM     'Friends’ influence on financial matters (WLE)'                                                                                                                                                             
 ICTSCH       'ICT availability at school  (WLE)'                                                                                                                                                                         
 ICTAVSCH     'Availability and Usage of ICT at School'                                                                                                                                                                   
 ICTHOME      'ICT availability outside of school  (WLE)'                                                                                                                                                                 
 ICTAVHOM     'Availability and Usage of ICT at Home'                                                                                                                                                                     
 ICTQUAL      'Quality of access to ICT (WLE)'                                                                                                                                                                            
 ICTSUBJ      'Subject-related ICT Use During Lessons (WLE)'                                                                                                                                                              
 ICTENQ       'Use of ICT in enquiry-based learning activities (WLE)'                                                                                                                                                     
 ICTFEED      'Support or feedback via ICT  (WLE)'                                                                                                                                                                        
 ICTOUT       'Use of ICT for school activities outside of the classroom (WLE)'                                                                                                                                           
 ICTWKDY      'Frequency of ICT activity (weekday) (WLE)'                                                                                                                                                                 
 ICTWKEND     'Frequency of ICT activity (weekend) (WLE)'                                                                                                                                                                 
 ICTREG       'Views of regulated ICT use in school (WLE)'                                                                                                                                                                
 ICTINFO      'Students’ practices regarding online information (WLE)'                                                                                                                                                    
 ICTDISTR     'Distress from online content and cyberbullying'                                                                                                                                                            
 ICTEFFIC     'Self-efficacy in digital competencies (WLE)'                                                                                                                                                               
 STUBMI       'Body Mass Index (BMI)'                                                                                                                                                                                     
 BODYIMA      'Body Image (WLE)'                                                                                                                                                                                          
 SOCONPA      'Social connection to Parents (WLE)'                                                                                                                                                                        
 LIFESAT      'Students' Life Satisfaction across Domains (WLE)'                                                                                                                                                          
 PSYCHSYM     'Psychosomatic Symptoms (WLE)'                                                                                                                                                                              
 SOCCON       'Social Connections: Ease of Communication About Worries and Concerns (WLE)'                                                                                                                                
 EXPWB        'Experienced Well-being (Previous Day) (WLE)'                                                                                                                                                               
 CURSUPP      'Current Parental/guardian Support (WLE)'                                                                                                                                                                   
 PQMIMP       'Parent Attitudes Toward Mathematics (WLE)'                                                                                                                                                                 
 PQMCAR       'Mathematics Career (WLE)'                                                                                                                                                                                  
 PARINVOL     'Parental Involvement (WLE)'                                                                                                                                                                                
 PQSCHOOL     'School quality (WLE)'                                                                                                                                                                                      
 PASCHPOL     'School Policies for Parental Involvement  (WLE)'                                                                                                                                                           
 ATTIMMP      'Parents' Attitudes towards Immigrants (WLE)'                                                                                                                                                               
 PAREXPT      'Parent’s expectations in child’s career'                                                                                                                                                                   
 CREATHME     'Creative Home Environment (WLE)'                                                                                                                                                                           
 CREATACT     'Participation in creative activities outside of school (WLE)'                                                                                                                                              
 CREATOPN     'Creativity and Openness to Intellect (WLE)'                                                                                                                                                                
 CREATOR      'Openness to creativity: Other’s report (WLE)'                                                                                                                                                              
 W_FSTUWT     'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT WEIGHT'                                                                                                                                                         
 W_FSTURWT1   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 1'                                                                                                                                    
 W_FSTURWT2   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 2'                                                                                                                                    
 W_FSTURWT3   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 3'                                                                                                                                    
 W_FSTURWT4   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 4'                                                                                                                                    
 W_FSTURWT5   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 5'                                                                                                                                    
 W_FSTURWT6   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 6'                                                                                                                                    
 W_FSTURWT7   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 7'                                                                                                                                    
 W_FSTURWT8   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 8'                                                                                                                                    
 W_FSTURWT9   'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 9'                                                                                                                                    
 W_FSTURWT10  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 10'                                                                                                                                   
 W_FSTURWT11  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 11'                                                                                                                                   
 W_FSTURWT12  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 12'                                                                                                                                   
 W_FSTURWT13  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 13'                                                                                                                                   
 W_FSTURWT14  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 14'                                                                                                                                   
 W_FSTURWT15  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 15'                                                                                                                                   
 W_FSTURWT16  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 16'                                                                                                                                   
 W_FSTURWT17  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 17'                                                                                                                                   
 W_FSTURWT18  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 18'                                                                                                                                   
 W_FSTURWT19  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 19'                                                                                                                                   
 W_FSTURWT20  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 20'                                                                                                                                   
 W_FSTURWT21  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 21'                                                                                                                                   
 W_FSTURWT22  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 22'                                                                                                                                   
 W_FSTURWT23  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 23'                                                                                                                                   
 W_FSTURWT24  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 24'                                                                                                                                   
 W_FSTURWT25  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 25'                                                                                                                                   
 W_FSTURWT26  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 26'                                                                                                                                   
 W_FSTURWT27  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 27'                                                                                                                                   
 W_FSTURWT28  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 28'                                                                                                                                   
 W_FSTURWT29  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 29'                                                                                                                                   
 W_FSTURWT30  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 30'                                                                                                                                   
 W_FSTURWT31  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 31'                                                                                                                                   
 W_FSTURWT32  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 32'                                                                                                                                   
 W_FSTURWT33  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 33'                                                                                                                                   
 W_FSTURWT34  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 34'                                                                                                                                   
 W_FSTURWT35  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 35'                                                                                                                                   
 W_FSTURWT36  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 36'                                                                                                                                   
 W_FSTURWT37  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 37'                                                                                                                                   
 W_FSTURWT38  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 38'                                                                                                                                   
 W_FSTURWT39  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 39'                                                                                                                                   
 W_FSTURWT40  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 40'                                                                                                                                   
 W_FSTURWT41  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 41'                                                                                                                                   
 W_FSTURWT42  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 42'                                                                                                                                   
 W_FSTURWT43  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 43'                                                                                                                                   
 W_FSTURWT44  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 44'                                                                                                                                   
 W_FSTURWT45  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 45'                                                                                                                                   
 W_FSTURWT46  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 46'                                                                                                                                   
 W_FSTURWT47  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 47'                                                                                                                                   
 W_FSTURWT48  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 48'                                                                                                                                   
 W_FSTURWT49  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 49'                                                                                                                                   
 W_FSTURWT50  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 50'                                                                                                                                   
 W_FSTURWT51  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 51'                                                                                                                                   
 W_FSTURWT52  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 52'                                                                                                                                   
 W_FSTURWT53  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 53'                                                                                                                                   
 W_FSTURWT54  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 54'                                                                                                                                   
 W_FSTURWT55  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 55'                                                                                                                                   
 W_FSTURWT56  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 56'                                                                                                                                   
 W_FSTURWT57  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 57'                                                                                                                                   
 W_FSTURWT58  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 58'                                                                                                                                   
 W_FSTURWT59  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 59'                                                                                                                                   
 W_FSTURWT60  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 60'                                                                                                                                   
 W_FSTURWT61  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 61'                                                                                                                                   
 W_FSTURWT62  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 62'                                                                                                                                   
 W_FSTURWT63  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 63'                                                                                                                                   
 W_FSTURWT64  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 64'                                                                                                                                   
 W_FSTURWT65  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 65'                                                                                                                                   
 W_FSTURWT66  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 66'                                                                                                                                   
 W_FSTURWT67  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 67'                                                                                                                                   
 W_FSTURWT68  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 68'                                                                                                                                   
 W_FSTURWT69  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 69'                                                                                                                                   
 W_FSTURWT70  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 70'                                                                                                                                   
 W_FSTURWT71  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 71'                                                                                                                                   
 W_FSTURWT72  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 72'                                                                                                                                   
 W_FSTURWT73  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 73'                                                                                                                                   
 W_FSTURWT74  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 74'                                                                                                                                   
 W_FSTURWT75  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 75'                                                                                                                                   
 W_FSTURWT76  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 76'                                                                                                                                   
 W_FSTURWT77  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 77'                                                                                                                                   
 W_FSTURWT78  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 78'                                                                                                                                   
 W_FSTURWT79  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 79'                                                                                                                                   
 W_FSTURWT80  'FINAL TRIMMED NONRESPONSE ADJUSTED STUDENT REPLICATE BRR-FAY WEIGHTS 80'                                                                                                                                   
 UNIT         'REP_BWGT: RANDOMLY ASSIGNED UNIT NUMBER'                                                                                                                                                                   
 WVARSTRR     'RANDOMIZED FINAL VARIANCE STRATUM (1-80)'                                                                                                                                                                  
 PV1MATH      'Plausible Value 1 in Mathematics'                                                                                                                                                                          
 PV2MATH      'Plausible Value 2 in Mathematics'                                                                                                                                                                          
 PV3MATH      'Plausible Value 3 in Mathematics'                                                                                                                                                                          
 PV4MATH      'Plausible Value 4 in Mathematics'                                                                                                                                                                          
 PV5MATH      'Plausible Value 5 in Mathematics'                                                                                                                                                                          
 PV6MATH      'Plausible Value 6 in Mathematics'                                                                                                                                                                          
 PV7MATH      'Plausible Value 7 in Mathematics'                                                                                                                                                                          
 PV8MATH      'Plausible Value 8 in Mathematics'                                                                                                                                                                          
 PV9MATH      'Plausible Value 9 in Mathematics'                                                                                                                                                                          
 PV10MATH     'Plausible Value 10 in Mathematics'                                                                                                                                                                         
 PV1READ      'Plausible Value 1 in Reading'                                                                                                                                                                              
 PV2READ      'Plausible Value 2 in Reading'                                                                                                                                                                              
 PV3READ      'Plausible Value 3 in Reading'                                                                                                                                                                              
 PV4READ      'Plausible Value 4 in Reading'                                                                                                                                                                              
 PV5READ      'Plausible Value 5 in Reading'                                                                                                                                                                              
 PV6READ      'Plausible Value 6 in Reading'                                                                                                                                                                              
 PV7READ      'Plausible Value 7 in Reading'                                                                                                                                                                              
 PV8READ      'Plausible Value 8 in Reading'                                                                                                                                                                              
 PV9READ      'Plausible Value 9 in Reading'                                                                                                                                                                              
 PV10READ     'Plausible Value 10 in Reading'                                                                                                                                                                             
 PV1SCIE      'Plausible Value 1 in Science'                                                                                                                                                                              
 PV2SCIE      'Plausible Value 2 in Science'                                                                                                                                                                              
 PV3SCIE      'Plausible Value 3 in Science'                                                                                                                                                                              
 PV4SCIE      'Plausible Value 4 in Science'                                                                                                                                                                              
 PV5SCIE      'Plausible Value 5 in Science'                                                                                                                                                                              
 PV6SCIE      'Plausible Value 6 in Science'                                                                                                                                                                              
 PV7SCIE      'Plausible Value 7 in Science'                                                                                                                                                                              
 PV8SCIE      'Plausible Value 8 in Science'                                                                                                                                                                              
 PV9SCIE      'Plausible Value 9 in Science'                                                                                                                                                                              
 PV10SCIE     'Plausible Value 10 in Science'                                                                                                                                                                             
 PV1MCCR      'Plausible Value 1 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV2MCCR      'Plausible Value 2 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV3MCCR      'Plausible Value 3 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV4MCCR      'Plausible Value 4 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV5MCCR      'Plausible Value 5 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV6MCCR      'Plausible Value 6 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV7MCCR      'Plausible Value 7 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV8MCCR      'Plausible Value 8 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV9MCCR      'Plausible Value 9 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                           
 PV10MCCR     'Plausible Value 10 in Content Subscale of Mathematics - Change and Relationships'                                                                                                                          
 PV1MCQN      'Plausible Value 1 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV2MCQN      'Plausible Value 2 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV3MCQN      'Plausible Value 3 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV4MCQN      'Plausible Value 4 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV5MCQN      'Plausible Value 5 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV6MCQN      'Plausible Value 6 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV7MCQN      'Plausible Value 7 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV8MCQN      'Plausible Value 8 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV9MCQN      'Plausible Value 9 in Content Subscale of Mathematics - Quantity'                                                                                                                                           
 PV10MCQN     'Plausible Value 10 in Content Subscale of Mathematics - Quantity'                                                                                                                                          
 PV1MCSS      'Plausible Value 1 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV2MCSS      'Plausible Value 2 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV3MCSS      'Plausible Value 3 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV4MCSS      'Plausible Value 4 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV5MCSS      'Plausible Value 5 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV6MCSS      'Plausible Value 6 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV7MCSS      'Plausible Value 7 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV8MCSS      'Plausible Value 8 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV9MCSS      'Plausible Value 9 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                    
 PV10MCSS     'Plausible Value 10 in Content Subscale of Mathematics - Space and Shape'                                                                                                                                   
 PV1MCUD      'Plausible Value 1 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV2MCUD      'Plausible Value 2 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV3MCUD      'Plausible Value 3 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV4MCUD      'Plausible Value 4 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV5MCUD      'Plausible Value 5 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV6MCUD      'Plausible Value 6 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV7MCUD      'Plausible Value 7 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV8MCUD      'Plausible Value 8 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
 PV9MCUD      'Plausible Value 9 in Content Subscale of Mathematics - Uncertainty and Data'                                                                                                                               
